simTime,platformIndex,x,y,z,vx,vy,vz,damage
490.0,1,714909.0847654335,-6450637.366187695,2808799.3123727073,4177.42333984375,2725.651611328125,5205.8251953125,0.0
490.0,2,-707445.5329236736,6467042.388235431,-2803927.1312569925,-4168.91162109375,-2714.581787109375,-5199.74609375,0.0
490.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
490.0,1,714908.4655655754,-6450637.859034924,2808798.331133431,4177.2373046875,2725.50341796875,5205.53076171875,0.0
490.0,2,-707444.9185714783,6467042.872907544,-2803926.154695464,-4168.72705078125,-2714.43603515625,-5199.453125,0.0
500.0,1,756660.6172191214,-6423051.496133581,2860695.3604334756,4173.19287109375,2791.76904296875,5173.875,0.0
500.0,2,-749112.5144184796,6439568.095553696,-2855763.501486962,-4164.7919921875,-2780.51953125,-5168.01611328125,0.0
500.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
500.0,1,756659.9980576376,-6423052.000494623,2860694.3851580084,4173.00732421875,2791.617431640625,5173.58251953125,0.0
500.0,2,-749111.9000358288,6439568.5916085355,-2855762.5307256,-4164.607421875,-2780.370361328125,-5167.72509765625,0.0
510.0,1,798367.9887843746,-6394806.0188054275,2912269.006435638,4168.5908203125,2857.578857421875,5141.341796875,0.0
510.0,2,-790736.4535313875,6411435.967494996,-2907279.6871496863,-4160.30322265625,-2846.154541015625,-5135.7060546875,0.0
510.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
510.0,1,798367.3697145958,-6394806.534622534,2912268.0372343706,4168.4052734375,2857.423828125,5141.05126953125,0.0
510.0,2,-790735.8391696541,6411436.47487845,-2907278.7222968475,-4160.11865234375,-2846.001953125,-5135.4169921875,0.0
520.0,1,840027.4823730127,-6365904.047076228,2963514.44333874,4163.6171875,2923.07373046875,5108.22998046875,0.0
520.0,2,-832313.6613062178,6382649.066140729,-2958469.9070403,-4155.44580078125,-2911.479736328125,-5102.81982421875,0.0
520.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
520.0,1,840026.8634481858,-6365904.574290445,2963513.4803213463,4163.431640625,2922.915283203125,5107.94140625,0.0
520.0,2,-832313.0470167133,6382649.584797482,-2958468.9482036913,-4155.26123046875,-2911.323974609375,-5102.53271484375,0.0
530.0,1,881635.3818575853,-6336348.762138422,3014425.901376236,4158.27197265625,2988.2470703125,5074.54296875,0.0
530.0,2,-873840.44930829,6353210.5211544065,-3009328.416219132,-4150.21923828125,-2976.48876953125,-5069.361328125,0.0
530.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
530.0,1,881634.7631314426,-6336349.300689508,3014424.9446516717,4158.08642578125,2988.085205078125,5074.255859375,0.0
530.0,2,-873839.8351428561,6353211.051028017,-3009327.4635058553,-4150.03466796875,-2976.32958984375,-5069.0751953125,0.0
540.0,1,923187.972392994,-6306143.413140713,3064997.648708231,4152.5556640625,3053.09228515625,5040.28466796875,0.0
540.0,2,-915313.1299347207,6323123.529441364,-3059849.5066534355,-4144.6240234375,-3041.1748046875,-5035.3330078125,0.0
540.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
540.0,1,923187.3539189027,-6306143.962967335,3064996.6983847325,4152.36962890625,3052.927001953125,5039.99951171875,0.0
540.0,2,-915312.5159448339,6323124.070474226,-3059848.5601698915,-4144.43994140625,-3041.01220703125,-5035.04931640625,0.0
550.0,1,964681.540737038,-6275291.31681811,3115223.9920698684,4146.4677734375,3117.602294921875,5005.458984375,0.0
550.0,2,-956728.0167236909,6292391.354801148,-3110027.5078548808,-4138.66015625,-3105.531005859375,-5000.740234375,0.0
550.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
550.0,1,964680.9225685413,-6275291.877857628,3115223.048254887,4146.28173828125,3117.43359375,5005.17578125,0.0
550.0,2,-956727.4029610638,6292391.906934469,-3110026.5677068145,-4138.47607421875,-3105.364990234375,-5000.4580078125,0.0
560.0,1,1006112.3755725977,-6243795.857114054,3165099.277415018,4140.0087890625,3181.7705078125,4970.06982421875,0.0
560.0,2,-998081.4246656753,6261017.327573057,-3159856.787513166,-4132.328125,-3169.55078125,-4965.5859375,0.0
560.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
560.0,1,1006111.7577633,-6243796.429302705,3165098.3402152862,4139.8232421875,3181.5986328125,4969.78857421875,0.0
560.0,2,-998080.8111820823,6261017.890746948,-3159855.8538056426,-4132.14404296875,-3169.381591796875,-4965.3056640625,0.0
570.0,1,1047476.7678294622,-6211660.484796079,3214617.8905556384,4133.1787109375,3245.59033203125,4934.12109375,0.0
570.0,2,-1039369.6705143416,6229004.844274987,-3209331.7521254714,-4125.6279296875,-3233.227783203125,-4929.8740234375,0.0
570.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
570.0,1,1047476.1504329994,-6211661.068068855,3214616.960077074,4132.99365234375,3245.4150390625,4933.84228515625,0.0
570.0,2,-1039369.0573616425,6229005.418428407,-3209330.8249628623,-4125.44384765625,-3233.05517578125,-4929.595703125,0.0
580.0,1,1088771.0110064442,-6178888.717063833,3263774.2577962205,4125.978515625,3309.05517578125,4897.6171875,0.0
580.0,2,-1080589.073098066,6196357.367235287,-3258446.8476217403,-4118.5595703125,-3296.55517578125,-4893.60888671875,0.0
580.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
580.0,1,1088770.3940764791,-6178889.31135455,3263773.3341439716,4125.79345703125,3308.87646484375,4897.34033203125,0.0
580.0,2,-1080588.4603281668,6196357.952306018,-3258445.9271076936,-4118.37548828125,-3296.379150390625,-4893.33251953125,0.0
590.0,1,1129991.4014937223,-6145484.137150235,3312562.846563641,4118.408203125,3372.158203125,4860.56201171875,0.0
590.0,2,-1121735.9536317554,6163078.42421771,-3307196.5599856153,-4111.123046875,-3359.5263671875,-4856.7939453125,0.0
590.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
590.0,1,1129990.7850839694,-6145484.742391626,3312561.9298420907,4118.22314453125,3371.976318359375,4860.287109375,0.0
590.0,2,-1121735.3412966416,6163079.020142457,-3307195.6462230873,-4110.939453125,-3359.34716796875,-4856.52001953125,0.0
600.0,1,1171133.6230594784,-6111451.010039431,3360977.2563449666,4110.28271484375,3434.7080078125,4822.68701171875,0.0
600.0,2,-1162806.0241807078,6129172.2147542415,-3355574.5089624054,-4103.1357421875,-3421.952880859375,-4819.162109375,0.0
600.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
610.0,1,1212195.8263521572,-6076791.201435935,3409014.767744102,4102.15771484375,3497.253662109375,4784.81494140625,0.0
610.0,2,-1203797.4472151827,6094640.576184886,-3403577.9832153255,-4095.148681640625,-3484.375,-4781.53271484375,0.0
610.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
610.0,1,1212195.2111440287,-6076791.828371913,3409013.865193706,4101.97314453125,3497.065185546875,4784.54443359375,0.0
610.0,2,-1203796.835905812,6094641.193623211,-3403577.0832617222,-4094.96533203125,-3484.189453125,-4781.26318359375,0.0
620.0,1,1253172.4708642883,-6041510.338580367,3456667.2462237487,4093.478759765625,3559.232666015625,4746.1318359375,0.0
620.0,2,-1244704.7174395733,6059489.050405919,-3451198.871845326,-4086.611083984375,-3546.2392578125,-4743.0947265625,0.0
620.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
620.0,1,1253171.8563376016,-6041510.976258034,3456666.3509121877,4093.29443359375,3559.041259765625,4745.86328125,0.0
620.0,2,-1244704.1067212517,6059489.678501597,-3451197.978947644,-4086.427734375,-3546.050537109375,-4742.8271484375,0.0
630.0,1,1294060.4836140967,-6005611.648587635,3503930.2395889317,4084.43115234375,3620.824462890625,4706.91455078125,0.0
630.0,2,-1285524.7805890553,6023720.816324878,-3498432.734082412,-4077.70703125,-3607.721923828125,-4704.1240234375,0.0
630.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
630.0,1,1294059.869822652,-6005612.29693505,3503929.3516172506,4084.246826171875,3620.629638671875,4706.64794921875,0.0
630.0,2,-1285524.1705139955,6023721.4550101515,-3498431.84834062,-4077.52392578125,-3607.530029296875,-4703.8583984375,0.0
640.0,1,1334856.1802892871,-5969099.038631027,3550798.430155403,4075.01513671875,3682.022216796875,4667.16748046875,0.0
640.0,2,-1326253.9745015383,5987339.723023864,-3545274.2653403776,-4068.43701171875,-3668.81640625,-4664.625,0.0
640.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
640.0,1,1334855.567286857,-5969099.697575116,3550797.5496237837,4074.831298828125,3681.823974609375,4666.9033203125,0.0
640.0,2,-1326253.3651219523,5987340.372229859,-3545273.386853645,-4068.25390625,-3668.621337890625,-4664.361328125,0.0
650.0,1,1375555.8814057864,-5931976.47937851,3597266.545036899,4065.231689453125,3742.819580078125,4626.8955078125,0.0
650.0,2,-1366888.6412795945,5950349.682630225,-3591718.2047195914,-4058.80126953125,-3729.5166015625,-4624.60205078125,0.0
650.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
650.0,1,1375555.2692461712,-5931977.148845106,3597265.67204467,4065.0478515625,3742.618408203125,4626.6337890625,0.0
650.0,2,-1366888.0326477676,5950350.342286989,-3591717.3335863235,-4058.61865234375,-3729.318359375,-4624.3408203125,0.0
660.0,1,1416155.9126308265,-5894248.00454593,3643329.356739908,4055.080810546875,3803.21044921875,4586.10302734375,0.0
660.0,2,-1407425.1276044964,5912754.669895177,-3637759.3355963724,-4048.800537109375,-3789.816162109375,-4584.0595703125,0.0
660.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
660.0,1,1416155.301367812,-5894248.684459727,3643328.491385509,4054.897216796875,3803.006103515625,4585.84375,0.0
660.0,2,-1407424.5197727326,5912755.339931697,-3637758.4719141824,-4048.617919921875,-3789.61474609375,-4583.80078125,0.0
670.0,1,1456652.6051058907,-5855917.710443364,3688981.6837530467,4044.5634765625,3863.188720703125,4544.794921875,0.0
670.0,2,-1447859.7850503367,5874558.721765955,-3683392.486207541,-4038.43505859375,-3849.708740234375,-4543.00244140625,0.0
670.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
670.0,1,1456651.9947932595,-5855918.400727962,3688980.8261340205,4044.380126953125,3862.981201171875,4544.53759765625,0.0
670.0,2,-1447859.17807098,5874559.402110102,-3683391.630073221,-4038.2529296875,-3849.50439453125,-4542.74560546875,0.0
680.0,1,1497042.2957696777,-5816989.755515023,3734218.3911311263,4033.679931640625,3922.747802734375,4502.97509765625,0.0
680.0,2,-1488188.97039837,5835765.936951326,-3728612.530230024,-4027.70556640625,-3909.188720703125,-4501.4345703125,0.0
680.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
680.0,1,1497041.6864612023,-5816990.456092943,3734217.5413441327,4033.4970703125,3922.537353515625,4502.720703125,0.0
680.0,2,-1488188.3643237795,5835766.62752998,-3728611.6817395687,-4027.523681640625,-3908.981201171875,-4501.18017578125,0.0
690.0,1,1537320.7224413108,-5777469.067045275,3779033.5534614106,4022.25390625,3981.6748046875,4460.404296875,0.0
690.0,2,-1528409.0459515126,5796380.475481105,-3773414.3873557267,-4016.612548828125,-3968.249267578125,-4459.36083984375,0.0
690.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
690.0,1,1537320.719430287,-5777469.070665282,3779033.5492145987,4022.24853515625,3981.66845703125,4460.39697265625,0.0
690.0,2,-1528408.4408339479,5796381.176220028,-3773413.5466042743,-4016.430908203125,-3968.038818359375,-4459.10888671875,0.0
700.0,1,1577486.0503413202,-5737357.804822031,3823424.643498806,4010.817626953125,4040.584716796875,4417.82177734375,0.0
700.0,2,-1568516.3798488264,5756406.558258844,-3817793.02386119,-4005.15673828125,-4026.884765625,-4416.78662109375,0.0
700.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
700.0,1,1577485.4432024036,-5737358.52574978,3823423.8096621456,4010.63525390625,4040.3681640625,4417.57177734375,0.0
700.0,2,-1568515.7757409567,5756407.2690827,-3817792.190943063,-4004.975341796875,-4026.67138671875,-4416.53662109375,0.0
710.0,1,1617532.8200181106,-5696662.432383889,3867384.1566092786,3998.840087890625,4098.8505859375,4374.49755859375,0.0
710.0,2,-1608507.3463807655,5715848.466608522,-3861743.453172401,-3993.338623046875,-4085.089111328125,-4373.7158203125,0.0
710.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
710.0,1,1617532.2140445556,-5696663.163366026,3867383.3308890755,3998.658203125,4098.630859375,4374.25,0.0
710.0,2,-1608506.7433348808,5715849.187441035,-3861742.628181069,-3993.15771484375,-4084.87255859375,-4373.46826171875,0.0
720.0,1,1657458.0000663674,-5655386.644807515,3910907.9874560223,3986.4990234375,4156.6728515625,4330.68115234375,0.0
720.0,2,-1648378.3263032062,5674710.541815114,-3905260.7364244056,-3981.158935546875,-4142.8564453125,-4330.1533203125,0.0
720.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
720.0,1,1657457.395311857,-5655387.38576229,3910907.16994522,3986.317626953125,4156.4501953125,4330.43603515625,0.0
720.0,2,-1648377.724371738,5674711.272578908,-3905259.9194524675,-3980.978271484375,-4142.63671875,-4329.908203125,0.0
730.0,1,1697257.9612515373,-5613534.904078702,3953991.242493674,3973.795654296875,4214.0458984375,4286.37841796875,0.0
730.0,2,-1688125.7071528132,5632997.1846585395,-3948339.9830157002,-3968.618408203125,-4200.1806640625,-4286.1044921875,0.0
730.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
730.0,1,1697257.3577697175,-5613535.654923278,3953990.433284234,3973.614501953125,4213.8203125,4286.1357421875,0.0
730.0,2,-1688125.1063882036,5632997.925275249,-3948339.1741549005,-3968.43798828125,-4199.9580078125,-4285.86181640625,0.0
740.0,1,1736929.082071426,-5571111.731421044,3996629.078131175,3960.73046875,4270.96435546875,4241.59326171875,0.0
740.0,2,-1727745.8835618186,5590712.854941853,-3990976.3511575125,-3955.717529296875,-4257.05615234375,-4241.57373046875,0.0
740.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
740.0,1,1736928.479915897,-5571112.492071588,3996628.277314117,3960.549560546875,4270.73583984375,4241.35302734375,0.0
740.0,2,-1727745.284016502,5590713.605332077,-3990975.550498717,-3955.53759765625,-4256.83056640625,-4241.33349609375,0.0
750.0,1,1776467.7490780526,-5528121.7067913385,4038816.7012765855,3947.30419921875,4327.42138671875,4196.33154296875,0.0
750.0,2,-1767235.2575729047,5547862.0710131135,-4033165.048417706,-3942.457275390625,-4313.4765625,-4196.56591796875,0.0
750.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
750.0,1,1776467.1483023926,-5528122.477163001,4038815.908941958,3947.123779296875,4327.18994140625,4196.09423828125,0.0
750.0,2,-1767234.65929932,5547862.831096415,-4033164.2560508633,-3942.277587890625,-4313.248046875,-4196.32861328125,0.0
760.0,1,1815870.3571992558,-5484569.468368714,4080549.3698759326,3933.517822265625,4383.41162109375,4150.59814453125,0.0
760.0,2,-1806590.2389540812,5504449.409281199,-4074901.3322592787,-3928.83837890625,-4369.4365234375,-4151.0869140625,0.0
760.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
760.0,1,1815869.7578569767,-5484570.2483756,4080548.586112783,3933.338134765625,4383.177734375,4150.36328125,0.0
760.0,2,-1806589.6420046617,5504450.178976162,-4074900.5482734637,-3928.6591796875,-4369.205078125,-4150.8515625,0.0
770.0,1,1855133.3100599125,-5440459.712037607,4121822.3934460757,3919.372314453125,4438.9296875,4104.3984375,0.0
770.0,2,-1845807.2455135107,5460479.503725713,-4116180.5105735627,-3914.861572265625,-4424.93017578125,-4105.140625,0.0
770.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
770.0,1,1855132.7122043609,-5440460.501592901,4121821.6183424694,3919.19287109375,4438.6923828125,4104.166015625,0.0
770.0,2,-1845806.649940565,5460480.282949997,-4116179.735056948,-3914.682861328125,-4424.69580078125,-4104.908203125,0.0
780.0,1,1894253.0203028163,-5395797.19086501,4162631.1336017274,3904.86865234375,4493.9697265625,4057.737060546875,0.0
780.0,2,-1884882.703414177,5415957.045401009,-4156997.942207925,-3900.52783203125,-4479.95166015625,-4058.733154296875,0.0
780.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
780.0,1,1894252.423987639,-5395797.989880724,4162630.367244708,3904.689697265625,4493.7294921875,4057.50732421875,0.0
780.0,2,-1884882.1092703433,5415957.834071096,-4156997.1752477265,-3900.349609375,-4479.71484375,-4058.503173828125,0.0
790.0,1,1933225.90990972,-5350586.714571268,4202971.004576264,3890.007568359375,4548.525390625,4010.6201171875,0.0
790.0,2,-1923813.0474889746,5370886.781933826,-4197349.037487785,-3885.838134765625,-4534.49560546875,-4011.869140625,0.0
790.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
790.0,1,1933225.3151881332,-5350587.522958582,4202970.247051858,3889.8291015625,4548.28271484375,4010.39306640625,0.0
790.0,2,-1923812.4548265173,5370887.579965398,-4197348.279170311,-3885.66015625,-4534.255859375,-4011.641845703125,0.0
800.0,1,1972048.4105208216,-5304833.148995643,4242837.473736515,3874.7900390625,4602.59228515625,3963.05224609375,0.0
800.0,2,-1962594.721554562,5325273.5170158325,-4237229.258733228,-3870.793212890625,-4588.556640625,-3964.553955078125,0.0
800.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
800.0,1,1972047.817446107,-5304833.966664726,4242836.725129742,3874.612060546875,4602.3466796875,3962.827880859375,0.0
800.0,2,-1962594.1304258606,5325274.324323547,-4237228.509143865,-3870.61572265625,-4588.31396484375,-3964.329345703125,0.0
810.0,1,2010716.9637550688,-5258541.415555549,4282226.062091408,3859.21728515625,4656.16357421875,3915.03955078125,0.0
810.0,2,-2001224.1787262561,5279122.109889749,-4276634.120769898,-3855.39404296875,-4642.12890625,-3916.79296875,0.0
810.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
810.0,1,2010716.37238043,-5258542.2424156135,4282225.3224862395,3859.039794921875,4655.91552734375,3914.817626953125,0.0
810.0,2,-2001223.589183642,5279122.9263872905,-4276633.379993056,-3855.217041015625,-4641.88330078125,-3916.571044921875,0.0
820.0,1,2049228.0215293763,-5211716.490700249,4321132.344794317,3843.2900390625,4709.23486328125,3866.586669921875,0.0
820.0,2,-2039697.8817320864,5232437.474829953,-4315559.191434109,-3839.6416015625,-4695.20654296875,-3868.59130859375,0.0
820.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
820.0,1,2049227.431907943,-5211717.326659554,4321131.6142736925,3843.113037109375,4708.98388671875,3866.36767578125,0.0
820.0,2,-2039697.2938278588,5232438.300430074,-4315558.459553239,-3839.465087890625,-4694.958984375,-3868.3720703125,0.0
830.0,1,2087578.0463775299,-5164363.405358827,4359551.951639208,3827.009765625,4761.80029296875,3817.69970703125,0.0
830.0,2,-2078012.3032268344,5185224.580617404,-4354000.092072264,-3823.536865234375,-4747.78515625,-3819.95458984375,0.0
830.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
830.0,1,2087577.4585623504,-5164364.250324679,4359551.230284999,3826.833251953125,4761.54638671875,3817.4833984375,0.0
830.0,2,-2078011.7170132652,5185225.415231896,-4353999.36916986,-3823.36083984375,-4747.53466796875,-3819.73779296875,0.0
840.0,1,2125763.511768573,-5116487.2443825025,4397480.567550369,3810.377197265625,4813.8544921875,3768.384033203125,0.0
840.0,2,-2116163.926105838,5137488.450008841,-4391952.498034444,-3807.0810546875,-4799.8583984375,-3770.887939453125,0.0
840.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
840.0,1,2125762.925812604,-5116488.098261297,4397479.855443396,3810.201416015625,4813.59814453125,3768.17041015625,0.0
840.0,2,-2116163.341635153,5137489.293548576,-4391951.784192016,-3806.905517578125,-4799.60498046875,-3770.674072265625,0.0
850.0,1,2163780.9024246787,-5068093.145981469,4434913.933065843,3793.393798828125,4865.39208984375,3718.64501953125,0.0
850.0,2,-2154149.2438185154,5089234.159200471,-4429412.13916207,-3790.27490234375,-4851.421875,-3721.39697265625,0.0
850.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
850.0,1,2163780.31838079,-5068094.008678662,4434913.230285841,3793.218505859375,4865.13330078125,3718.434326171875,0.0
850.0,2,-2154148.6611429155,5089235.011575394,-4429411.434460168,-3790.10009765625,-4851.16552734375,-3721.185791015625,0.0
860.0,1,2201626.714638463,-5019186.30115611,4471847.844814315,3776.060546875,4916.408203125,3668.488525390625,0.0
860.0,2,-2191964.760681672,5040466.837286107,-4466374.800269725,-3773.119873046875,-4902.46923828125,-3671.4873046875,0.0
860.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
860.0,1,2201626.13255932,-5019187.172576327,4471847.151439962,3775.885986328125,4916.146484375,3668.28076171875,0.0
860.0,2,-2191964.179853158,5040467.698405301,-4466374.104787855,-3772.945556640625,-4902.21044921875,-3671.27880859375,0.0
870.0,1,2239297.45658962,-4969771.953122995,4508278.155985622,3758.37890625,4966.8974609375,3617.920166015625,0.0
870.0,2,-2229606.9921922833,4991191.665709844,-4502836.321620822,-3755.616943359375,-4952.99609375,-3621.16455078125,0.0
870.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
870.0,1,2239296.8765281327,-4969772.833169811,4508277.4720945,3758.204833984375,4966.6328125,3617.71533203125,0.0
870.0,2,-2229606.4132631673,4991192.535481312,-4502835.6354375025,-3755.443115234375,-4952.73486328125,-3620.958740234375,0.0
880.0,1,2276789.648661508,-4919855.396735173,4544200.7767946385,3740.349609375,5016.8544921875,3566.94580078125,0.0
880.0,2,-2267072.4653406264,4941413.877713027,-4538792.5993973585,-3737.767333984375,-5002.99658203125,-3570.43408203125,0.0
880.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
880.0,1,2276789.070670126,-4919856.285311428,4544200.102463228,3740.17626953125,5016.58740234375,3566.74365234375,0.0
880.0,2,-2267071.8883628207,4941414.756044064,-4538791.922590118,-3737.593994140625,-5002.73291015625,-3570.231201171875,0.0
890.0,1,2314099.8237559386,-4869441.977897695,4579611.674938573,3721.974365234375,5066.27392578125,3515.57080078125,0.0
890.0,2,-2304357.7189218644,4891138.757776516,-4574239.586163575,-3719.572021484375,-5052.466796875,-3519.301513671875,0.0
890.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
890.0,1,2314099.247887126,-4869442.874905283,4579611.010242239,3721.801513671875,5066.0048828125,3515.37158203125,0.0
890.0,2,-2304357.143947333,4891139.644573463,-4574238.918808903,-3719.3994140625,-5052.2001953125,-3519.1015625,0.0
900.0,1,2351224.5276084803,-4818537.092977402,4614506.876047628,3703.25439453125,5115.15185546875,3463.801513671875,0.0
900.0,2,-2341459.3038483937,4840371.641056973,-4609173.291323375,-3701.032470703125,-5101.400390625,-3467.77294921875,0.0
900.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
900.0,1,2351223.953914574,-4818537.9983173665,4614506.221060616,3703.082275390625,5114.8798828125,3463.605224609375,0.0
900.0,2,-2341458.730929031,4840372.536225294,-4609172.633496726,-3700.860595703125,-5101.13134765625,-3467.57568359375,0.0
910.0,1,2388160.319102438,-4767146.188207831,4648882.464128925,3684.19091796875,5163.482421875,3411.643310546875,0.0
910.0,2,-2378373.7834612112,4789117.9128182465,-4643589.781571606,-3682.14990234375,-5149.79296875,-3415.853759765625,0.0
910.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
910.0,1,2388159.7476356784,-4767147.101780394,4648881.818924397,3684.019287109375,5163.2080078125,3411.449951171875,0.0
910.0,2,-2378373.2126488285,4789118.8162625125,-4643589.133347374,-3681.978515625,-5149.52197265625,-3415.65966796875,0.0
920.0,1,2424903.7705823276,-4715274.759089072,4682734.582003825,3664.78515625,5211.2607421875,3359.1025390625,0.0
920.0,2,-2415097.733840928,4737383.007857412,-4677485.1813389985,-3662.925537109375,-5197.6396484375,-3363.550048828125,0.0
920.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
920.0,1,2424903.201394816,-4715275.680793599,4682733.9466537805,3664.614501953125,5210.98388671875,3358.912109375,0.0
920.0,2,-2415097.165187271,4737383.919481374,-4677484.542790557,-3662.7548828125,-5197.3662109375,-3363.358642578125,0.0
930.0,1,2461451.4681664943,-4662928.349782484,4716059.431738263,3645.038818359375,5258.482421875,3306.184814453125,0.0
930.0,2,-2451627.7441183804,4685172.40992584,-4710855.6732309265,-3643.36083984375,-5244.93603515625,-3310.867431640625,0.0
930.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
930.0,1,2461450.9013102036,-4662929.279517489,4716058.8063135585,3644.868896484375,5258.203125,3305.99755859375,0.0
930.0,2,-2451627.1776751303,4685173.329632398,-4710855.044430599,-3643.19091796875,-5244.65966796875,-3310.678955078125,0.0
940.0,1,2497800.012058986,-4610112.552500469,4748853.275066311,3624.953369140625,5305.14208984375,3252.896240234375,0.0
940.0,2,-2487960.416784736,4632491.651145084,-4743697.4984597415,-3623.45703125,-5291.67626953125,-3257.811767578125,0.0
940.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
940.0,1,2497799.4475856638,-4610113.490163762,4748852.659636688,3624.783935546875,5304.86083984375,3252.7119140625,0.0
940.0,2,-2487959.8526033545,4632492.578836357,-4743696.879478759,-3623.28759765625,-5291.3974609375,-3257.62646484375,0.0
950.0,1,2533946.016860574,-4556833.00689165,4781112.433806971,3604.530029296875,5351.23583984375,3199.242919921875,0.0
950.0,2,-2524092.3680009088,4579346.311417832,-4776006.957270648,-3603.21533203125,-5337.85595703125,-3204.38916015625,0.0
950.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
950.0,1,2533945.454822131,-4556833.952380033,4781111.828440995,3604.361328125,5350.9521484375,3199.0615234375,0.0
950.0,2,-2524091.8061331036,4579347.246994912,-4776006.348179182,-3603.046875,-5337.5751953125,-3204.206787109375,0.0
960.0,1,2569886.1118793744,-4503095.399420699,4812833.290273855,3583.770263671875,5396.7587890625,3145.230712890625,0.0
960.0,2,-2560020.227907048,4525742.017833581,-4807780.4093611995,-3582.637451171875,-5383.470703125,-3150.60546875,0.0
960.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
960.0,1,2569885.5523272683,-4503096.352630366,4812832.695038931,3583.602294921875,5396.47216796875,3145.052490234375,0.0
960.0,2,-2560019.66840411,4525742.961196939,-4807779.810228331,-3582.4697265625,-5383.1875,-3150.426025390625,0.0
970.0,1,2605616.94143962,-4448905.462744175,4844012.287677997,3562.675537109375,5441.70556640625,3090.865966796875,0.0
970.0,2,-2595740.640930334,4471684.444070094,-4839014.274294224,-3561.724853515625,-5428.51611328125,-3096.466796875,0.0
970.0,3,-2178640.0272942116,4388841.875609043,4069473.675500143,,,,0.0
970.0,1,2605616.3844252736,-4448906.423570475,4844011.702640371,3562.508544921875,5441.4169921875,3090.690673828125,0.0
970.0,2,-2595740.083843568,4471685.395119342,-4839013.685187955,-3561.5576171875,-5428.23046875,-3096.290283203125,0.0
980.0,1,2641135.1651905733,-4394268.975081082,4874645.930523615,3541.247802734375,5486.07275390625,3036.15478515625,0.0
980.0,2,-2631250.2660932853,4417179.309789408,-4869705.0319042755,-3540.478759765625,-5472.98681640625,-3041.97900390625,0.0
